,epoch,loss,DICE,IoU,lr
0,1,1.4973153201016514,0.7950500818816099,0.31441011889414355,[0.001]
1,2,1.4384475621310147,0.7767047854987058,0.4099393419244073,[0.001]
2,3,1.3536815264008262,0.7431190826676108,0.47602165151726117,[0.001]
3,4,1.2767451242967085,0.7015096084638075,0.5406433127143166,[0.001]
4,5,1.2000104622407393,0.6698888052593578,0.5982680754228071,[0.001]
5,6,1.1243175159801135,0.6385226439345967,0.6221316673538901,[0.001]
6,7,1.0382446131922982,0.5981490747495131,0.6545158109881661,[0.001]
7,8,0.9722531302408739,0.5644641328941692,0.6737054098736156,[0.001]
8,9,0.915146757255901,0.5348018434914675,0.6839326593008909,[0.001]
9,10,0.8915147239511664,0.5232109725475311,0.686491536823186,[0.001]
10,11,0.8138510097156871,0.48955566503784875,0.7118832116777246,[0.0005]
11,12,0.7817715948278253,0.47120522639968176,0.7182558558203957,[0.0005]
12,13,0.7862451049414548,0.46601529013026843,0.7124873074618253,[0.0005]
13,14,0.7021511738950555,0.43241118030114606,0.7336710799824108,[0.0005]
14,15,0.7275470982898365,0.4387389746579257,0.7295002070340243,[0.0005]
15,16,0.6804910139604048,0.41855716705322266,0.7374840785156597,[0.0005]
16,17,0.6512832533229481,0.39783914251761004,0.7429715720089999,[0.0005]
17,18,0.6554115766828711,0.3895248770713806,0.741736501455307,[0.0005]
18,19,0.6456448246132244,0.395299570126967,0.7402895824475721,[0.0005]
19,20,0.6241662746126001,0.3818418166854165,0.743262074210427,[0.0005]
20,21,0.5907406955957413,0.3577563193711368,0.7549694180488586,[0.0005]
21,22,0.5931064974177968,0.34611649133942346,0.7600055147301067,[0.0005]
22,23,0.5575760684230111,0.3410285928032615,0.7568753659725189,[0.0005]
23,24,0.5605395869775252,0.33814387158914044,0.7605083395134319,[0.0005]
24,25,0.5404036586934869,0.32180027257312427,0.7648225264115767,[0.0005]
25,26,0.5370747758583589,0.31657677617940033,0.7640120928937738,[0.0005]
26,27,0.530588301745328,0.3098173872991042,0.7681818089701913,[0.0005]
27,28,0.5037923495877873,0.3053786239840768,0.7726358229463751,[0.0005]
28,29,0.5165451480583712,0.3116581223227761,0.7678550129587,[0.0005]
29,30,0.47616771947253833,0.2879856526851654,0.7789128097620878,[0.0005]
30,31,0.48229947686195374,0.2926847203211351,0.7748565565456044,[0.0005]
31,32,0.48575756224718963,0.285225586457686,0.7804780548269098,[0.0005]
32,33,0.4695722921328111,0.2799789065664465,0.779457455331629,[0.0005]
33,34,0.46946496584198694,0.27746365016156976,0.7777857915921644,[0.0005]
34,35,0.4626489986072887,0.27381452376192267,0.7785654907876794,[0.0005]
35,36,0.4436687556180087,0.26650380004536023,0.7868493470278654,[0.0005]
36,37,0.46652431786060333,0.27863470803607593,0.7797178869897669,[0.0005]
37,38,0.44593250074169855,0.26761920614676044,0.784646215763959,[0.0005]
38,39,0.43862147493795917,0.26254732229492883,0.7896094024181366,[0.0005]
39,40,0.4428656575354663,0.26354727961800317,0.783715388991616,[0.0005]
40,41,0.44617967984893103,0.26878208734772424,0.7832279124043204,[0.0005]
41,42,0.4139510000293905,0.24826768040657043,0.7934478765184229,[0.0005]
42,43,0.41632365909489716,0.2506202757358551,0.7876464426517487,[0.0005]
43,44,0.4263738055120815,0.2560693242333152,0.7871978770602833,[0.0005]
44,45,0.4220724634148858,0.24863347682085904,0.7902544330466877,[0.0005]
45,46,0.41669282859021967,0.24986223470080982,0.7866675501519983,[0.0005]
46,47,0.4055910354310816,0.24113934961232272,0.7952786873687397,[0.0005]
47,48,0.39071365784515033,0.23372176018628207,0.7973457629030402,[0.0005]
48,49,0.40719171274792065,0.247524846683849,0.7912840382619337,[0.0005]
49,50,0.40349185873161664,0.24078765511512756,0.7957293011925437,[0.0005]
50,51,0.39631124382669275,0.23499618606133896,0.7966691065918315,[0.0005]
51,52,0.39638693630695343,0.2356115525419062,0.7973390059037642,[0.0005]
52,53,0.3860169161449779,0.2303917868570848,0.8002219796180725,[0.0005]
53,54,0.3932680162516507,0.23922166228294373,0.7965085452253168,[0.0005]
54,55,0.40208064832470636,0.24232308160174976,0.7950409108942206,[0.0005]
55,56,0.40905350988561456,0.24069717526435852,0.789564463225278,[0.0005]
56,57,0.4045982225374742,0.23819445750930093,0.7950732491233132,[0.0005]
57,58,0.3847675337032838,0.22584548592567444,0.7995524704456329,[0.0005]
58,59,0.37974853678183124,0.22915831479159268,0.7983570803295482,[0.0005]
59,60,0.37663286247036676,0.22973901304331693,0.8020507449453528,[0.0005]
60,61,0.3727287162433971,0.22059956734830682,0.8037328991022977,[0.0005]
61,62,0.36741930517283355,0.22306123917753046,0.8037768737836317,[0.0005]
62,63,0.3607152605598623,0.21628161452033304,0.8030986542051489,[0.0005]
