,epoch,loss,DICE,IoU,lr
0,1,1.4782976562326604,0.7857515866106207,0.33504267172379926,[0.001]
1,2,1.412249657240781,0.7649816383015026,0.41014300693165173,[0.001]
2,3,1.342935567552393,0.7433594194325533,0.47482728687199677,[0.001]
3,4,1.2893947254527698,0.7172070226886056,0.5045443705537103,[0.001]
4,5,1.2065590674226934,0.6776177774776112,0.5555988672104749,[0.001]
5,6,1.1341395432298833,0.6470839462497018,0.5965379178524017,[0.001]
6,7,1.0694862712513318,0.62405280362476,0.6351267451589758,[0.001]
7,8,0.9726033156568353,0.5706604827534069,0.6641817770221017,[0.001]
8,9,0.9066333147612485,0.5388921309601177,0.6809725680134513,[0.001]
9,10,0.8660928417335857,0.49995946342294867,0.6943387903950431,[0.001]
10,11,0.8155058947476473,0.4838009612126784,0.7086107432842255,[0.0005]
11,12,0.7834176665002649,0.46543073654174805,0.7154199995777824,[0.0005]
12,13,0.746075448664752,0.4537311711094596,0.7261566790667447,[0.0005]
13,14,0.7458066073330966,0.4406111917712472,0.7241809639063749,[0.0005]
14,15,0.6788215257904746,0.4034954065626318,0.7371507124467329,[0.0005]
15,16,0.6877384375442158,0.4020137813958255,0.7366295511072333,[0.0005]
16,17,0.6623516299507834,0.3933268758383664,0.7405974729494615,[0.0005]
17,18,0.6245574463497509,0.36585551500320435,0.7516161203384399,[0.0005]
18,19,0.6464842273430391,0.3856567225672982,0.7389552051370795,[0.0005]
19,20,0.6469958830963481,0.38551361723379657,0.7402982657605951,[0.0005]
20,21,0.6127596009861339,0.37033077532594855,0.7506364313038912,[0.0005]
21,22,0.5766270946372639,0.3460498939860951,0.7583720575679432,[0.0005]
22,23,0.5802187431942333,0.33852673118764703,0.758241512558677,[0.0005]
23,24,0.5660360983826898,0.3353818086060611,0.7563396340066736,[0.0005]
24,25,0.5398337339813059,0.3195509775118394,0.7609056315638802,[0.0005]
25,26,0.521378834139217,0.30616335435347125,0.7681314511732622,[0.0005]
26,27,0.5233630944382061,0.30227185921235517,0.7715581113641913,[0.0005]
27,28,0.5096113668246702,0.29870045997879724,0.7705068940466101,[0.0005]
28,29,0.4924086481332779,0.2886723361232064,0.7798085293986581,[0.0005]
29,30,0.49720350856130774,0.29304045709696686,0.7761135101318359,[0.0005]
30,31,0.5037057481028817,0.2946340252052654,0.7722864503210242,[0.0005]
31,32,0.4982032924890518,0.28451579267328436,0.7768619521097704,[0.0005]
32,33,0.48382862318645825,0.27769180861386383,0.7784390232779763,[0.0005]
33,34,0.4632759934121912,0.2713957266374068,0.7857943746176633,[0.0005]
34,35,0.46162996237928217,0.2676075371828946,0.7852569412101399,[0.0005]
35,36,0.4500317722558975,0.2615027508952401,0.7895042923363772,[0.0005]
36,37,0.45988462458957324,0.26050935008309106,0.7862480878829956,[0.0005]
37,38,0.4497545916925777,0.26097742264921014,0.7885758334940131,[0.0005]
38,39,0.4502310658043081,0.2538125216960907,0.7879794538021088,[0.0005]
39,40,0.4449700984087857,0.2623425098982724,0.7891088913787495,[0.0005]
40,41,0.43750946494666015,0.2507066780870611,0.7927805402062156,[0.0005]
41,42,0.4353617050430991,0.2480058182369579,0.794702557000247,[0.0005]
42,43,0.4431628652594306,0.2548637173392556,0.78959766572172,[0.0005]
43,44,0.4257547774098136,0.24348390102386475,0.795216671445153,[0.0005]
44,45,0.4282351501963355,0.24214580384167758,0.7937099879438226,[0.0005]
45,46,0.4241444048556415,0.2488106922669844,0.7957899814302271,[0.0005]
46,47,0.41695313968441705,0.23771776123480362,0.800182269378142,[0.0005]
47,48,0.40833976052024146,0.23323068564588373,0.8003117469224063,[0.0005]
48,49,0.4020236364819787,0.2241992246020924,0.8066141226074912,[0.0005]
49,50,0.4111637351187793,0.23077812519940463,0.7987561415542256,[0.0005]
50,51,0.3880910873413086,0.22214643792672592,0.8084211647510529,[0.0005]
51,52,0.4106010726907037,0.22997592254118485,0.8018662604418668,[0.0005]
52,53,0.3904003595763987,0.21979141506281766,0.8063325638120825,[0.0005]
53,54,0.3924191878600554,0.2194441340186379,0.8080314289439808,[0.0005]
54,55,0.3893078321760351,0.21547472747889432,0.8114244098013098,[0.0005]
55,56,0.37037341567603027,0.2064555504105308,0.8179172900590029,[0.0005]
56,57,0.3886602981524034,0.21547420187429947,0.8097178096121008,[0.0005]
57,58,0.37723889676007355,0.21059327775781805,0.8165173584764654,[0.0005]
58,59,0.3876734443686225,0.2202153205871582,0.8079304532571272,[0.0005]
59,60,0.3623610497875647,0.20329611951654608,0.8168652897531335,[0.0005]
60,61,0.3681542494080283,0.20590058240023526,0.8188011673363772,[0.0005]
61,62,0.36647535318678076,0.20377849990671332,0.8203426653688605,[0.0005]
62,63,0.37952716513113544,0.21323650533502753,0.8127646852623333,[0.0005]
63,64,0.3591658649119464,0.20012496276335281,0.8207640756260265,[0.0005]
64,65,0.36929460682652215,0.20978471636772156,0.8215465897863562,[0.0005]
65,66,0.35975293950601056,0.19569098949432373,0.8202509880065918,[0.0005]
66,67,0.40012445097619836,0.2227179245515303,0.8090876259587028,[0.0005]
67,68,0.37714627249674365,0.21310057965191928,0.8140384961258281,[0.0005]
68,69,0.35720741748809814,0.20063583688302475,0.8192847344008359,[0.0005]
69,70,0.3457617840983651,0.19333361766555093,0.8270406804301522,[0.0005]
70,71,0.35511176423593,0.19427536834370007,0.8248032466931776,[0.0005]
71,72,0.33572542599656363,0.18550066514448685,0.8295953598889437,[0.0005]
72,73,0.3820446878671646,0.20243680748072537,0.8160908005454324,[0.0005]
73,74,0.3444619300690564,0.19203696738589893,0.8249934017658234,[0.0005]
74,75,0.347952201962471,0.19153782725334167,0.823975451967933,[0.0005]
75,76,0.3419767279516567,0.18782491304657675,0.8282448297197168,[0.0005]
76,77,0.3387873728166927,0.18660757487470453,0.8279152810573578,[0.0005]
77,78,0.33411578698591754,0.18413544784892688,0.8321052085269581,[0.0005]
78,79,0.334200456738472,0.18187431584705005,0.8367136012424122,[0.0005]
79,80,0.3305586562915282,0.1795371581207622,0.83229630372741,[0.0005]
80,81,0.3284131464633075,0.17967091636224228,0.8306537812406366,[0.0005]
81,82,0.3281313438307155,0.17791999199173666,0.831325040622191,[0.0005]
82,83,0.3282389058308168,0.17949764295057816,0.8345883434469049,[0.0005]
83,84,0.34007551724260504,0.1866317553953691,0.8299381597475572,[0.0005]
84,85,0.3219092095440084,0.17875162850726733,0.8322812671011145,[0.0005]
85,86,0.33165067163380707,0.18087114529176193,0.8321608846837824,[0.0005]
86,87,0.3295127654617483,0.1780346171422438,0.8347023021091114,[0.0005]
87,88,0.32455756989392365,0.17579355835914612,0.8366704908284274,[0.0005]
88,89,0.32726903462951834,0.18166827071796765,0.8341411568901755,[0.0005]
89,90,0.3351459963755174,0.18417676199566235,0.8336947777054526,[0.0005]
90,91,0.33933255686001346,0.18568573756651444,0.8317499621347948,[0.0005]
91,92,0.3420996530489488,0.18360468203371222,0.8325799866156145,[0.0005]
92,93,0.32513159919868817,0.1782597709785808,0.836880469864065,[0.0005]
93,94,0.3108135854656046,0.16999514265493912,0.8424007757143541,[0.0005]
94,95,0.3126054697416045,0.16954731399362738,0.8386990644715049,[0.0005]
95,96,0.3165706843137741,0.171429766850038,0.8391064486720345,[0.0005]
96,97,0.30170951851389627,0.1618563776666468,0.8434241522442211,[0.0005]
97,98,0.3114711886102503,0.17039007219401273,0.8418286551128734,[0.0005]
98,99,0.31797904724424536,0.17201829769394614,0.8393800014799292,[0.0005]
99,100,0.3068079081448642,0.16941021247343582,0.8414529453624379,[0.0005]
100,101,0.31092206050049176,0.1698294227773493,0.8402892405336554,[0.0005]
101,102,0.31774997440251435,0.1717460345138203,0.8414909433234822,[0.0005]
102,103,0.31021253629164264,0.16582327810200778,0.8435794331810691,[0.0005]
103,104,0.316956717859615,0.1696367155421864,0.8404297964139418,[0.0005]
104,105,0.3034442575140433,0.16349522904916244,0.8437261771072041,[0.0005]
105,106,0.30650323832576926,0.1669184538451108,0.8457016538489949,[0.0005]
106,107,0.3134532489559867,0.16855225779793478,0.8395317115566947,[0.0005]
107,108,0.3035338575189764,0.16522026874802329,0.8466276634823192,[0.0005]
108,109,0.2944271964105693,0.16131072694605048,0.8483336920087988,[0.0005]
109,110,0.3013108440420844,0.16234238852154126,0.8452300754460421,[0.0005]
110,111,0.3013704473322088,0.16378665241328152,0.8392585543068972,[0.0005]
111,112,0.30002872374924744,0.16385683146390048,0.8484491922638633,[0.0005]
112,113,0.30714500695466995,0.1660416532646526,0.8432223227891055,[0.0005]
113,114,0.3034143786538731,0.16370726444504477,0.8430826122110541,[0.0005]
114,115,0.3221221776171164,0.1801105575128035,0.8388053341345354,[0.0005]
115,116,0.3100677667693658,0.17109343680468472,0.8432381532408975,[0.0005]
116,117,0.29018096693537454,0.15521685101769186,0.8512869070876729,[0.0005]
